conc_parties,company_id,company_date,company_name,company_person_name,pep_menbership_role,pep_organization_name
"Cimoc-Sociedade de Ceramica, Lda",31960,27 de Maio de 2008,"CIMOC - Sociedade de Cerâmica, Limitada",Hortência Maria Vieira Vasconcelos de Vasconcelos,,
"Cimoc-Sociedade de Ceramica, Lda",31960,27 de Maio de 2008,"CIMOC - Sociedade de Cerâmica, Limitada",Manuel Magalhães Pereira,,
Ckama Indústria e Serviços Limitada,21651,24 de Março de 2005,"CKAMA - Indústria e Serviços, Limitada",Adelino Luís Cangim,,
Ckama Indústria e Serviços Limitada,21651,24 de Março de 2005,"CKAMA - Indústria e Serviços, Limitada",Amorim Eduardo Cangi,,
"Clover Moçambique, Lda",23516,29 de Maio de 2005,"Clover Moçambique, Limitada",Giovanni Tucci,,
"COAL INDIA AFRICANA, LDA",61351,23 de Janeiro de 2013,"Coal India Africana, Limitada",Abhijit Chatterjee,,
"COAL INDIA AFRICANA, LDA",61351,23 de Janeiro de 2013,"Coal India Africana, Limitada",Nagendra Kumar,,
"COAL INDIA AFRICANA, LDA",40722,10 de Agosto de 2009,"Coal Índia Africana, Limitada",Narinder Khurana,,
"COAL INDIA AFRICANA, LDA",40722,10 de Agosto de 2009,"Coal Índia Africana, Limitada",Partha Sarathi Bhattacharyya,,
"COAL INDIA AFRICANA, LDA",61351,23 de Janeiro de 2013,"Coal India Africana, Limitada",Singayapally Narsing Rao,,
"Coal Min Mozambique, Lda. ",60556,07 de Maio de 2013,"Coal Min Mozambique, Limitada",Deolinda Guezimane,member,Central Committee
"Coal Min Mozambique, Lda. ",57854,07 de Maio de 2013,"Coal Min Mozambique, Limitada",Fernanda Bengala,,
"Coal Min Mozambique, Lda. ",57854,07 de Maio de 2013,"Coal Min Mozambique, Limitada",Helton Dionildo Sortane João,,
Codmat Ltd (Moç.),9358,06 de Fevereiro de 1998,"Codmat, Limitada",Ghita Lemvig,,
Codmat Ltd (Moç.),9358,06 de Fevereiro de 1998,"Codmat, Limitada",Miguel Ballester Izquierdo,,
Codmat Ltd (Moç.),9358,06 de Fevereiro de 1998,"Codmat, Limitada",Santana Kangy Juenta,,
"Cogemo, Lda",23802,30 de Novembro de 2005,"Cogemo, Limitada",Lodovico Gollino,,
"Cola Mineração, Limitada",53651,29 de Março de 2012,"Cola Mineração, Limitada",Alexis Marie O'Meara,,
"Cola Mineração, Limitada",41227,28 de Maio de 2010,"Cola Mineração, Limitada",Max Miguel Manuel Keenoy,,
"Companhia Comercial Osman Yacob, Limitada",23658,,"Companhia Comercial Osman Yacob, Limitada",Assma Bibi Mahomed Osman,,
"Companhia Comercial Osman Yacob, Limitada",23658,,"Companhia Comercial Osman Yacob, Limitada",Mahomed Assif Osman,,
"Companhia Comercial Osman Yacob, Limitada",23658,,"Companhia Comercial Osman Yacob, Limitada",Mahomedzicar Osman,,
"Companhia Comercial Osman Yacob, Limitada",23658,,"Companhia Comercial Osman Yacob, Limitada",Raziabano Gulam Rassul Osman,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Anabela Ngoenha,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",António José Marques Gomes,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Diogo José Henriques Cavaco,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Eduardo Gaivão Veloso,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Jacinto Soares Veloso,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Miriam Gaivão Veloso,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Sandra Maria da Silva Pinto Belém Rodrigues,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Urgel Morais Barreira,,
"Companhia Mineira de Naburi, S.A.R.L",31922,03 de Fevereiro de 2003,"Companhia Mineira de Naburi, S.A.R.L",Verónica Alberto Chongo Seneta,,
Companhia Mineira do Oceano Indico Limitada,42416,03 de Agosto de 2010,"Companhia Mineira do Oceano Índico, Limitada",Rui Monteiro,,
"Condor, Lda",50946,03 de Novembro de 2011,"CONDOR, Limitada",Gonçalo Filipe Madeira Vieira Martins,,
"Condor, Lda",50946,03 de Novembro de 2011,"CONDOR, Limitada",Paula Cristina Ferreirinha Anacleto,,
"Condor, Lda",50946,03 de Novembro de 2011,"CONDOR, Limitada",Rui de Jesus Carvalho,,
"Condor, Lda",50946,03 de Novembro de 2011,"Condor, Limitada",Silvino Vieira Martins,,
"Condor, Lda",50946,03 de Novembro de 2011,"Condor, Limitada",Victor Manuel de Jesus Oliveira,,
"Construa, Lda",7143,31 de Janeiro de 1996,"Construa, Limitada",Dan Bert Salmon,,
"Construa, Lda",11095,08 de Novembro de 2001,"Construa, Limitada",Kevin Arnold Carl Pitzer,,
"Construa, Lda",19975,08 de Novembro de 2001,"Construa, Limitada",Manuel Virgílio Correia Baimbau,,
Construcoes C.C.M. Limitada,9931,07 de Julho de 1998,"Construções C.C.M., Limitada",Alfredo Sebastião Amen Mandua,,
Construcoes C.C.M. Limitada,72950,08 de Julho de 1998,"Construções C.C.M., Limitada",Augusta Verónica Lois Mandua,,
Construcoes C.C.M. Limitada,72950,08 de Julho de 1998,"Construções C.C.M., Limitada",Aurora Sónia Deolinda Mandua,,
Construcoes C.C.M. Limitada,72950,08 de Julho de 1998,"Construções C.C.M., Limitada",Eduardo Sebastião Ámen Mandua,,
Construcoes C.C.M. Limitada,9931,07 de Julho de 1998,"Construções C.C.M., Limitada",Hai Jian Fang,,
Construcoes C.C.M. Limitada,72950,08 de Julho de 1998,"Construções C.C.M., Limitada",Messias Helio Mesquita Brown Mandua,,
Construcoes C.C.M. Limitada,72950,07 de Julho de 1998,"Construções C.C.M., Limitada",Roberto William Kachamila,,
Construcoes C.C.M. Limitada,72950,08 de Julho de 1998,"Construções C.C.M., Limitada",Shoucheng Shen,,
"Construções Lalgy Lda (0,00%)",12956,01 de Agosto de 2000,"Construções Lalgy, Limitada",Anselmo Aly Lalgy,,
"Construções Lalgy Lda (0,00%)",12956,01 de Agosto de 2000,"Construções Lalgy, Limitada",Luís Junaide Ismael Lalgy,,
"Construções Lalgy Lda (0,00%)",12956,01 de Agosto de 2000,"Construções Lalgy, Limitada",Najibuniça Cassamo Ismael Lalgy,,
"Construções Lalgy Lda (0,00%)",12956,01 de Agosto de 2000,"Construções Lalgy, Limitada",Rui Iassir Ismael Lalgy,,
"Construções Lalgy Lda (0,00%)",12956,01 de Agosto de 2000,"Construções Lalgy, Limitada",Sheila Aly Lalgy,,
"Construções Lalgy Lda (0,00%)",12956,01 de Agosto de 2000,"Construções Lalgy, Limitada",Zaina Ismael Lalgy,,
"Construções Lalgy Lda (0,00%)",12956,01 de Agosto de 2000,"Construções Lalgy, Limitada",Élio Ibrahimo Ismael Lalgy,,
"Construções Madala Chichongue, Limitada",9381,16 de Março de 1998,"Construções Madala Chichongue, Limitada",António Milagre Chichongue,,
"Construções Madala Chichongue, Limitada",9381,16 de Março de 1998,"Construções Madala Chichongue, Limitada",José Luís Chichongue,,
"Construçoes Novo Modelo Europa e Moçambique,Lda",32627,05 de Junho de 2008,"Construções Novo Modelo Europa e Moçambique, Limitada",Arlindo Augusto Xavier Correia,,
"Construçoes Novo Modelo Europa e Moçambique,Lda",32627,05 de Junho de 2008,"Construções Novo Modelo Europa e Moçambique, Limitada",João Francisco Bias,,
"Construçoes Novo Modelo Europa e Moçambique,Lda",32627,05 de Junho de 2008,"Construções Novo Modelo Europa e Moçambique, Limitada",Salip Machalela,,
"Construçoes Novo Modelo Europa e Moçambique,Lda",32627,05 de Junho de 2008,"Construções Novo Modelo Europa e Moçambique, Limitada",Tobias Joaquim Dai,,
"CONTABILL ( MOÇ), LDA",2406,06 de Outubro de 1989,"Contabill (Moç.), Limitada",Afonso Júlio dos Santos Tembisse,,
"Creative Projects, Lda",42099,20 de Agosto de 2010,"Creative Projects, Limitada",Mahadev Gangadhar,,
"Creative Projects, Lda",42099,20 de Agosto de 2010,"Creative Projects, Limitada",Rama Krishana Kottaga Jula,,
"CRL - Investimentos, Lda",44493,14 de Janeiro de 2011,"CRL Investimentos, Limitada",Carlos Manuel Lino Joaquim Hama,,
"CRL - Investimentos, Lda",44493,14 de Janeiro de 2011,"CRL Investimentos, Limitada",Lino Joaquim Hama Júnior,,
"CRL - Investimentos, Lda",44493,14 de Janeiro de 2011,"CRL Investimentos, Limitada",Rosário de Lucília Lino Hama,,
"Cronus Minerals, LDA ",52745,08 de Março de 2012,"Cronus Minerals, Limitada",Alberto Mara Miqueias,,
"D. I. MINING EXPLORATION, LDA",32521,08 de Novembro de 2005,"D.I. Mining Exploration, Limitada",Dimitrios Monokandilos,,
"D. I. MINING EXPLORATION, LDA",32521,08 de Novembro de 2005,"D.I. Mining Exploration, Limitada",Ivone Ernesto Mondlane Caldina Caldas,,
"Damodar Ferro,Lda ",22306,16 de Março de 2011,"Damodar Ferro, Limitada",Bhavik Dipak Rajani,,
"Damodar Ferro,Lda ",22306,20 de Maio de 2005,"Damodar Ferro, Limitada",Dipak Manhallal Rajani,,
"Damodar Ferro,Lda ",47400,16 de Março de 2011,"Damodar Ferro, Limitada",Dipak Manharlal Rajani,,
"Damodar Ferro,Lda ",47400,16 de Março de 2011,"Damodar Ferro, Limitada",Vijay Dipak Rajani,,
"Damodar Ferro,Lda ",47400,16 de Março de 2011,"Damodar Ferro, Limitada",Vikram Dipak Rajani,,
"Delih-Adelina e Hama Thay, Limitada (0,00%)",25867,17 de Agosto de 2006,"DELIH - Adelina e Hama Thay, Limitada",Adelina Maria Fernando Carlos Nhantumbo Thay,,
"Delih-Adelina e Hama Thay, Limitada (0,00%)",25867,17 de Agosto de 2006,"DELIH - Adelina e Hama Thay, Limitada",António Hama Thay,,
"Delta Mining, Lda ",72146,23 de Outubro de 2014,"Delta Mining, Limitada",Matonga Orlando Machel,,
"Delta Mining, Lda ",72146,23 de Outubro de 2014,"Delta Mining, Limitada",Pável Cristóvã Mondlane,,
"DFG Moçambique, Limitada (0,00%)",41240,03 de Junho de 2010,"DFG Moçambique, Limitada",David Fernandez Sanroman,,
"DFG Moçambique, Limitada (0,00%)",41240,03 de Junho de 2010,"DFG Moçambique, Limitada",Pedro Fernandez Sanroman,,
"Di Sheng Mineral Resources, Limitada ",53702,06 de Junho de 2012,Di Sheng Mineral Resources Limitada,Chengyue Wang,,
"Di Sheng Mineral Resources, Limitada ",53702,06 de Junho de 2012,Di Sheng Mineral Resources Limitada,Jiaqing Li,,
"DI YUAN MINERAL, Lda ",54597,17 de Setembro de 2012,"Di Yuan Mineral, Limitada",Chengyue Wang,,
"DI YUAN MINERAL, Lda ",54597,17 de Setembro de 2012,"Di Yuan Mineral, Limitada",Yue,,
"Diatomites de Mocambique, Lda ",18117,30 de Junho de 2003,"Diatomites de Moçambique, Limitada",Frederick Botha  Evans,,
"Diatomites de Mocambique, Lda ",22740,21 de Fevereiro de 2007,"Diatomites de Moçambique, Limitada",Frederick Botha Evans,,
"Diatomites de Mocambique, Lda ",22740,21 de Fevereiro de 2007,"Diatomites de Moçambique, Limitada",Isabel Maria Verde,,
"DIMINA FILHOS, Lda ",56740,25 de Janeiro de 2013,"Dimina Filhos, Limitada",Beatriz Hermínia Bila,,
"DIMINA FILHOS, Lda ",56740,25 de Janeiro de 2013,"Dimina Filhos, Limitada",Dinis Micael Bila,,
"DIMINA FILHOS, Lda ",56740,25 de Janeiro de 2013,"Dimina Filhos, Limitada",Olga da Glória Bila,,
"Dombeya Mineracao, Lda",61501,13 de Maio de 2013,"Dombeya Mineração, Limitada",Lauren Elizabeth Wojtyla,,
"Dombeya Mineracao, Lda",42181,13 de Maio de 2013,"Dombeya Mineração, Limitada",Max Miguel Manuel Keenoy,,
"Double D, Lda",15076,10 de Maio de 2001,"Double D, Limitada",Mahendrasing Jamnadas,,
"Double D, Lda",15076,10 de Maio de 2001,"Double D, Limitada",Zaida Ramesh Aly,,
"Drusa, Lda",11383,15 de Fevereiro de 1999,"Drusa, Limitada",Alexandar Ivanov Dikov,,
"Drusa, Lda",17339,20 de Março de 2003,"Drusa, Limitada",Alexandre Ivanov Dikov,,
"Drusa, Lda",26439,09 de Outubro de 2006,"Drusa, Limitada",Alexandre Ivanove Dikov,,
"Drusa, Lda",11383,15 de Fevereiro de 1999,"Drusa, Limitada",Esperança Alexandre Pale,,
"Drusa, Lda",11383,15 de Fevereiro de 1999,"Drusa, Limitada",Nikolay Uassilev Abadjiev,,
"Drusa, Lda",17339,20 de Março de 2003,"Drusa, Limitada",Simeon Nikolov Borisov,,
"Drusa, Lda",16929,19 de Novembro de 2002,"Drusa, Limitada",Simeon Nikolov Borissov,,
"Drusa, Lda",26439,09 de Outubro de 2006,"Drusa, Limitada",Simeon Nikolov Borrisov,,
"Duplo Dragao Industrial, Lda ",44864,28 de Setembro de 2010,"Duplo Dragão Industrial, Limitada",Chang Hua Shan,,
"Duplo Dragao Industrial, Lda ",44864,06 de Janeiro de 2012,"Duplo Dragão Industrial, Limitada",Daixiong Cai,,
"Duplo Dragao Industrial, Lda ",44864,06 de Janeiro de 2012,"Duplo Dragão Industrial, Limitada",Hai Hu,,
"Duplo Dragao Industrial, Lda ",63273,28 de Agosto de 2013,"Duplo Dragão Industrial, Limitada",Hai Hu e Xiao Luo,,
"Duplo Dragao Industrial, Lda ",44864,28 de Setembro de 2010,"Duplo Dragão Industrial, Limitada",Jianwei Hao,,
"Duplo Dragao Industrial, Lda ",63273,28 de Agosto de 2013,"Duplo Dragão Industrial, Limitada",Sabata Francisco Delechane,,
"Duplo Dragao Industrial, Lda ",44864,06 de Janeiro de 2012,"Duplo Dragão Industrial, Limitada",Xiao Luo,,
"Duplo Dragao Industrial, Lda ",44864,06 de Janeiro de 2012,"Duplo Dragão Industrial, Limitada",Zhizhong An,,
"EARTH MINING, LIMITADA ",55363,14 de Novembro de 2012,"Earth Mining, Limitada",Asif Magid,,
"EARTH MINING, LIMITADA ",55363,14 de Novembro de 2012,"Earth Mining, Limitada",José António Francisco,,
"EARTH MINING, LIMITADA ",55363,14 de Novembro de 2012,"Earth Mining, Limitada",Radisa Marinkovic,,
"EJMA, LDA (0,00%)",63344,19 de Setembro de 2013,"EJMA, Limitada",Albertina I. J de ALmeida Mussengue,,
"EJMA, LDA (0,00%)",63344,19 de Setembro de 2013,"EJMA, Limitada",Bento Eliado Mussengue,,
"EJMA, LDA (0,00%)",63344,19 de Setembro de 2013,"EJMA, Limitada",Eliado Jossias Mussengue,,
"EJMA, LDA (0,00%)",63344,19 de Setembro de 2013,"EJMA, Limitada",Sebastião Eliado Mussengue,,
"Eldorado Mining, Lda",16696,27 de Setembro de 2002,"Eldorado Mining, Limitada",Graham Austen Arthur Biffen,,
"Eldorado Mining, Lda",16696,27 de Setembro de 2002,"Eldorado Mining, Limitada",John Ness Muir,,
"Eldorado Mining, Lda",16696,27 de Setembro de 2002,"Eldorado Mining, Limitada",Maurizio Ferrara,,
"Eldorado Mining, Lda",16696,27 de Setembro de 2002,"Eldorado Mining, Limitada",Richard Bird,,
"Eldorado Mining, Lda",16696,27 de Setembro de 2002,"Eldorado Mining, Limitada",Winston Wayne Jardine,,
"EME Investimentos, S.A",35768,28 de Fevereiro de 2009,"EME Investimentos, S.A.",Nxumalo Louis Duma,,
"EME Investimentos, S.A",35768,28 de Fevereiro de 2009,"EME Investimentos, S.A.",Raimundo Domingos Pachinuapa,,
"EME Investimentos, S.A",35768,28 de Fevereiro de 2009,"EME Investimentos, S.A.",Álvaro Manuel de Verde Leão,,
"EME Investimentos, S.A",35768,28 de Fevereiro de 2009,"EME Investimentos, S.A.",Ângelo Joaquim Custódio Mesa,,
"Emiz, Lda",37313,28 de Julho de 2009,"Emiz, Limitada",Victor de Jesus Duarte,,
EMIZ- Victor de Jesus Duarte,37315,,Emiz-Victor de Jesus Duarte,Victor de Jesus Duarte,,
"Empreendimentos Minerais, Lda",41438,04 de Junho de 2010,"Empreendimentos Minerais, Limitada",Ana Cardoso Salvador Leitão,,
"Empreendimentos Minerais, Lda",41438,04 de Junho de 2010,"Empreendimentos Minerais, Limitada",Anastácio Eliote Mujui,,
"Empreendimentos Minerais, Lda",41438,04 de Junho de 2010,"Empreendimentos Minerais, Limitada",Hélio Samuel Hoguane,,
"Empreendimentos Minerais, Lda",41438,04 de Junho de 2010,"Empreendimentos Minerais, Limitada",Máximo Diogo José Dias,,
"Empreendimentos Minerais, Lda",41438,04 de Junho de 2010,"Empreendimentos Minerais, Limitada",Orlando Jamarques Avelino Nhampule,,
"Enable  Coal Mining, Lda",15925,19 de Março de 2002,"Enable Coal Mining, Limitada",Julekha Mahomed,,
"Enable  Coal Mining, Lda",15925,19 de Março de 2002,"Enable Coal Mining, Limitada",Parasco Cristo Esculudes Júnior,,
"Enable  Coal Mining, Lda",15925,19 de Março de 2002,"Enable Coal Mining, Limitada",Shamim Sheik,,
"Enable Mining, Lda",15926,19 de Março de 2002,"Enable Mining, Limitada",Juleka Mahomed,,
"Enable Mining, Lda",15926,19 de Março de 2002,"Enable Mining, Limitada",Parasco Cristo Esculudes Júnior,,
"Enable Mining, Lda",15926,19 de Março de 2002,"Enable Mining, Limitada",Pedro Francisco Xavier,,
"Enable Mining, Lda",15926,19 de Março de 2002,"Enable Mining, Limitada",Shamim Sheik,,
"ENGCORP, SOCIEDADE UNIPESSOAL, LDA ",41774,03 de Novembro de 2009,"Engcorp - Sociedade Unipessoal, Limitada",Celso Firmino Guioge,,
"Epe Mining, Limitada ",69482,24 de Julho de 2014,"Epe Mining, Limitada",Elisia Isaac Sitoe,,
"Epe Mining, Limitada ",69482,24 de Julho de 2014,"Epe Mining, Limitada",Piodoso Ernesto,,
"Episteme Mozambique, Lda",37568,14 de Julho de 2010,"Episteme Mozambique, Limitada",José Ajape Hussene Chironga,,
"Episteme Mozambique, Lda",37568,14 de Julho de 2010,"Episteme Mozambique, Limitada",João Baptista Colaço Jamal,,
"Erix, Lda",8137,30 de Abril de 1997,"Erix, Limitada",António José Valverde Valada,,
"Erix, Lda",8137,30 de Abril de 1997,"Erix, Limitada",Paulino da Costa Serrão de Sousa,,
"Escola de Conducao ABC, Lda (0,00%)",46254,13 de Outubro de 2004,"Escola de Condução ABC, Limitada",Abu Nasmodine Mohamade Imael Taju,,
"Escola de Conducao ABC, Lda (0,00%)",53414,16 de Agosto de 2012,"Escola de Condução Abc, Limitada",Alírio Silva Maposse,,
"Escola de Conducao ABC, Lda (0,00%)",38726,29 de Maio de 2009,"Escola de Condução ABC, Limitada",Domingos João Langa,,
"Escola de Conducao ABC, Lda (0,00%)",46238,09 de Julho de 2007,"Escola de Condução ABC, Limitada",Dula Sansum Abdul Magide,,
"Escola de Conducao ABC, Lda (0,00%)",38726,29 de Maio de 2009,"Escola de Condução ABC, Limitada",Tomás Nguenha,,
"ETA DISTRIBUIDORA, LIMITADA",36437,15 de Março de 2010,"Eta Distribuidora, Limitada",Ana Cardoso Salvador Leitão,,
"ETA DISTRIBUIDORA, LIMITADA",36437,25 de Fevereiro de 2004,"Eta Distribuidora, Limitada",Carlos Alberto Antunes Serrano,,
"ETA DISTRIBUIDORA, LIMITADA",36437,25 de Fevereiro de 2004,"Eta Distribuidora, Limitada",Eduardo Henrique da Piedade Ferreira Lemos,,
"ETA DISTRIBUIDORA, LIMITADA",36437,15 de Março de 2010,"Eta Distribuidora, Limitada",Maria Celina Muchave Machel,,
"EURECA INVESTIMENTOS MOCAMBIQUE, LDA ",51352,11 de Maio de 2013,"Eureca - Investimentos Moçambique, Limitada",Ana Cardoso Salvador Leitão,,
"EURECA INVESTIMENTOS MOCAMBIQUE, LDA ",51352,12 de Março de 2012,"Eureca - Investimentos Moçambique, Limitada",Carlos Vítor dos Santos Pereira,,
"EURECA INVESTIMENTOS MOCAMBIQUE, LDA ",51352,12 de Março de 2012,"Eureca - Investimentos Moçambique, Limitada",David Cardoso de Oliveira,,
"EURECA INVESTIMENTOS MOCAMBIQUE, LDA ",51352,12 de Março de 2012,"Eureca - Investimentos Moçambique, Limitada",Fernando da Fonte Oliveira,,
"EURECA INVESTIMENTOS MOCAMBIQUE, LDA ",51352,11 de Maio de 2013,"Eureca - Investimentos Moçambique, Limitada",Leonel de Jesus Carreira Dias,,
"EURECA INVESTIMENTOS MOCAMBIQUE, LDA ",51352,12 de Março de 2012,"Eureca - Investimentos Moçambique, Limitada",Paulino Raúl Ventura,,
"Euro Export, Lda",12731,18 de Agosto de 1997,"Euro-Export, Limitada",José Vicente Rodriguez Rosa,,
"Euro Export, Lda",8805,18 de Agosto de 1997,"Euro-Export, Limitada",Manuel Brito Ribeiro,,
"Euro Export, Lda",7833,22 de Novembro de 1996,"Euro Export, Limitada",Manuel Rito Ribeiro,,
"Euro Export, Lda",7833,22 de Novembro de 1996,"Euro Export, Limitada",Raul Ventura Paulino,,
"Euro Export, Lda",12731,18 de Maio de 2000,"Euro Export, Limitada",Sebastiãn Rodriguez Rosa,,
"Euro Export, Lda",8805,18 de Agosto de 1997,"Euro-Export, Limitada",Sebastião Rodriguez Rosa,,
"EUROMIN, LDA (0,00%)",64023,24 de Outubro de 2013,"Euromin, Limitada",Cláudio Manuel Loureiro de Nogueira,,
"EUROMIN, LDA (0,00%)",64023,24 de Outubro de 2013,"Euromin, Limitada",Gregory James Sheffiel,,
"EXPLOÁFRICA, LDA",13932,01 de Dezembro de 2000,"Exploáfrica, Limitada",António de Moura Vieira,,
"EXPLOÁFRICA, LDA",28692,26 de Junho de 2007,"Exploáfrica, Limitada",Fátima Virgínia Marivale,,
"EXPLOÁFRICA, LDA",28692,26 de Junho de 2007,"Exploáfrica, Limitada",Germano Jacob Mualuma,,
"EXPLOÁFRICA, LDA",13932,01 de Dezembro de 2000,"Exploáfrica, Limitada",Miguel Monteiro Torres Franco Loureiro Lemos,,
"EXPLOÁFRICA, LDA",18659,29 de Julho de 2003,"Exploáfrica, Limitada",Miguel Monteiro Torres Loureiro Lemos,,
"EXPLOÁFRICA, LDA",28692,26 de Junho de 2007,"Exploáfrica, Limitada",Nuno Miguel da Silva Vieira,,
"Extra Minerais, Limitada",50002,06 de Dezembro de 2011,"Extra Minerais, Limitada",Carlos Alberto Venichand,,
"Extramac, Lda",8741,14 de Outubro de 1997,"Extramac, Limitada",Carlos Manuel Neves Mendes,,
"Extramac, Lda",12028,15 de Abril de 1999,"Extramac, Limitada",Carlos Manuel Nunes Mendes,,
"Extramac, Lda",12028,01 de Fevereiro de 2001,"Extramac, Limitada",Castigo João Chivite,,
"Extramac, Lda",12028,14 de Outubro de 1997,"Extramac, Limitada",Francisco Ferreira Padilha,,
"Extramac, Lda",12028,14 de Outubro de 1997,"Extramac, Limitada",José Antunes dos Santos,,
"Extramac, Lda",12028,14 de Outubro de 1997,"Extramac, Limitada",Manuel Nunes Mendes Santos,,
"F.A.E. - Sociedade de Gestão, Lda",12519,02 de Maio de 2000,"F.A.E. - Sociedade de Gestão, Limitada",Alberto Saranga Matimbe,,
"F.A.E. - Sociedade de Gestão, Lda",12519,02 de Maio de 2000,"F.A.E. - Sociedade de Gestão, Limitada",Eduardo António Antunes dos Santos,,
"F.A.E. - Sociedade de Gestão, Lda",12519,02 de Maio de 2000,"F.A.E. - Sociedade de Gestão, Limitada",Pedro Fazenda Mulhovo,,
"FAMA - PROSPECÇÃO E EXPLORAÇÃO MINEIRA, LIMITADA",21123,09 de Junho de 2004,"FAMA - Prospecção e Exploração Mineira, Limitada",Fernando Gabriel Marques Ferreira DïAlmeida,,
"FAMA - PROSPECÇÃO E EXPLORAÇÃO MINEIRA, LIMITADA",21123,09 de Junho de 2004,"FAMA - Prospecção e Exploração Mineira, Limitada",Filipe Manuel de Almeida Henriques Nunes Ferreira,,
"FAMA - PROSPECÇÃO E EXPLORAÇÃO MINEIRA, LIMITADA",21123,06 de Agosto de 2008,"Fama - Prospecção e Exploração Mineira, Limitada",Félix Mutedenane,,
"FAMA - PROSPECÇÃO E EXPLORAÇÃO MINEIRA, LIMITADA",63737,04 de Agosto de 2008,"Fama - Prospecção e Exploração Mineira, Limitada","Félix Mutedenane,",,
"FAMA - PROSPECÇÃO E EXPLORAÇÃO MINEIRA, LIMITADA",32834,04 de Agosto de 2008,"Fama - Prospecção e Exploração Mineira, Limitada",Manoj Kumar Vasudav Sompura,,
"FAMA - PROSPECÇÃO E EXPLORAÇÃO MINEIRA, LIMITADA",21123,09 de Junho de 2004,"FAMA - Prospecção e Exploração Mineira, Limitada",Ângelo Joaquim Custódio Mesa,,
"Faral Ferrageira, Lda",49636,05 de Julho de 2011,"Faral Ferrageira, Limitada",Gulamo Mahomed,,
"Faral Ferrageira, Lda",34339,02 de Outubro de 2008,"Faral-Ferrageira, Limitada",Jeffrey Robert Allan,,
"Faral Ferrageira, Lda",38126,02 de Outubro de 2008,"Faral - Ferrageira, Limitada",Mohamed Farooq,,
"Faral Ferrageira, Lda",49636,05 de Julho de 2011,"Faral Ferrageira, Limitada",Mohomed Farooq,,
"Faral Ferrageira, Lda",34339,,"Faral-Ferrageira, Limitada",Mohomed Farroq,,
"Farouk Brothers Mining, Lda (0,00%)",62021,07 de Outubro de 2010,"Farouk Brothers Mining,Limitada",Akbar Ali Mohamad Salik,,
"Farouk Brothers Mining, Lda (0,00%)",43094,07 de Novembro de 2010,"Farouk Brothers Mining, Limitada",Akbar Ali Mohamed Salik,,
"Farouk Brothers Mining, Lda (0,00%)",43094,07 de Novembro de 2010,"Farouk Brothers Mining, Limitada",Armando da Rocha Ambrosio,,
"Farouk Brothers Mining, Lda (0,00%)",62021,07 de Outubro de 2010,"Farouk Brothers Mining,Limitada",Armando da Rocha Ambrósio,,
"Farouk Brothers Mining, Lda (0,00%)",62021,07 de Outubro de 2010,"Farouk Brothers Mining,Limitada",Mohamad Farouk,,
"Farouk Brothers Mining, Lda (0,00%)",43094,07 de Novembro de 2010,"Farouk Brothers Mining, Limitada",Mohamad Farouk Bachir Agamad,,
"Fine Mines,Lda ",52614,10 de Maio de 2012,"Fine Mines, Limitada",Fatimabay Amirali Kassamali Malú,,
"Fine Mines,Lda ",52614,10 de Maio de 2012,"Fine Mines, Limitada",José Camunga Pantie,,
"Fine Mines,Lda ",52614,10 de Maio de 2012,"Fine Mines, Limitada",Zahid Ahmedali Bandali,,
"FMM - Future Mining Mozambique, Limitada ",50138,09 de Dezembro de 2011,"FMM - Future Mining Mozambique, Limitada",Amina Malia de Fátima Horta,,
"FMM - Future Mining Mozambique, Limitada ",50138,09 de Dezembro de 2011,"FMM - Future Mining Mozambique, Limitada",Carlos Eduardo Mussanhane,,
"FMM - Future Mining Mozambique, Limitada ",50138,09 de Dezembro de 2011,"FMM - Future Mining Mozambique, Limitada",Nuno de Sousa Jóia Santos,,
"FMM - Future Mining Mozambique, Limitada ",50138,13 de Dezembro de 2011,"FMM - Future Mining Mozambique, Limitada",Virgilio André Mulhanga,,
"FMM - Future Mining Mozambique, Limitada ",50175,09 de Dezembro de 2011,"FMM - Future Mining Mozambique, Limitada",Virgílio André Mulhanga,,
"FOCUS 21- GESTAO E DESENVOLVIMENTO, LDA ",13891,08 de Fevereiro de 2001,"Focus 21, Gestão e Desenvolvimento, Limitada",Armando Emílio Guebuza,,
